timestamp	phase	worker	class_name	block	seed	task	sub_task	steps	termination_status	source	agent_dir	agent_pos	reward	action_space	observation_space
20200225T181653.497237	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	550115585	3258	0	100	DONE	NEXT	2	[2 2]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181653.967267	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	1703176268	3260	0	100	DONE	NEXT	2	[1 1]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181655.930051	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	4207793059	3262	0	100	DONE	NEXT	0	[7 5]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181656.253219	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	981251903	3264	0	100	DONE	NEXT	3	[3 1]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181657.948245	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3012796829	3266	0	100	DONE	NEXT	1	[4 2]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181658.388520	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3692654336	3269	0	100	DONE	NEXT	0	[8 7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181700.390895	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	1293646741	3271	0	100	DONE	NEXT	3	[5 6]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181700.836774	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	1452195363	3273	0	100	DONE	NEXT	3	[4 6]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181702.088639	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	110598536	3275	0	100	DONE	NEXT	0	[ 3 13]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181702.422377	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3528941085	3277	0	100	DONE	NEXT	1	[5 3]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181704.402100	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	162617386	3279	0	100	DONE	NEXT	1	[11  4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181704.872626	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2302963292	3281	0	100	DONE	NEXT	1	[11  6]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181706.138772	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3943425069	3283	0	100	DONE	NEXT	2	[6 2]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181706.593316	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2445551145	3285	0	100	DONE	NEXT	1	[3 1]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181707.884527	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2504281629	3287	0	100	DONE	NEXT	2	[6 6]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181708.303405	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3588302223	3289	0	100	DONE	NEXT	1	[3 6]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181709.827233	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	923216225	3291	0	100	DONE	NEXT	1	[ 5 11]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181709.860151	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3815854738	3293	0	6	DONE	NEXT	1	[1 4]	0.946	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181710.275301	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3599796057	3294	0	100	DONE	NEXT	3	[2 3]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181711.757675	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3512080324	3297	0	12	DONE	NEXT	1	[5 4]	0.892	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181712.455646	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3538654928	3298	0	100	DONE	NEXT	1	[5 4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181714.205831	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	4168346163	3300	0	100	DONE	NEXT	0	[5 8]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181714.662007	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3766779372	3302	0	91	DONE	NEXT	0	[9 4]	0.18099999999999994	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181714.916441	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	711902016	3304	0	60	DONE	NEXT	1	[7 8]	0.45999999999999996	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181715.001799	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	1134408345	3306	0	25	DONE	NEXT	1	[6 6]	0.775	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181716.378299	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2157338198	3308	0	100	DONE	NEXT	1	[3 8]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181716.897508	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	1499671354	3310	0	87	DONE	NEXT	2	[ 3 11]	0.21699999999999997	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181716.996105	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2830283300	3313	0	11	DONE	NEXT	0	[6 1]	0.901	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181718.734480	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3387736430	3315	0	100	DONE	NEXT	2	[2 6]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181719.107374	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	342391614	3317	0	100	DONE	NEXT	2	[3 1]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181720.718206	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	826072046	3319	0	100	DONE	NEXT	2	[3 5]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181720.770734	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	1337312226	3321	0	12	DONE	NEXT	1	[3 8]	0.892	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181721.141916	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	3398317897	3323	0	100	DONE	NEXT	0	[8 7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181722.605695	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2136070040	3325	0	100	DONE	NEXT	3	[6 7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181723.094023	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	520199845	3327	0	100	DONE	NEXT	3	[7 4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181725.101352	3.train	env-1	minigridkit_minigridkit_minigridfourrooms	8	2643090099	3329	0	33	DONE	NEXT	1	[4 8]	0.703	Discrete(7)	Dict(image:Box(7, 7, 3))
