block_num	regime_num	exp_num	status	timestamp	sub_task	agent_pos	observation_space	steps	reward	seed	agent_dir	worker	source	action_space	task_name
0	0	39	DONE	20200922T230038.969590	0	[3 3]	Dict(image:Box(7, 7, 3))	56	0.4959999999999999	330569560	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	40	DONE	20200922T230039.247589	0	[1 1]	Dict(image:Box(7, 7, 3))	100	0	1557930753	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	41	DONE	20200922T230039.286589	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	105951647	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	42	DONE	20200922T230039.461587	0	[3 3]	Dict(image:Box(7, 7, 3))	29	0.739	118846201	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	43	DONE	20200922T230039.505586	0	[3 3]	Dict(image:Box(7, 7, 3))	9	0.919	3360093662	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	44	DONE	20200922T230039.570223	0	[3 3]	Dict(image:Box(7, 7, 3))	11	0.901	2087962802	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	45	DONE	20200922T230039.658216	0	[3 3]	Dict(image:Box(7, 7, 3))	27	0.757	127849888	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	46	DONE	20200922T230039.740215	0	[3 3]	Dict(image:Box(7, 7, 3))	26	0.766	3171637868	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	47	DONE	20200922T230039.838216	0	[3 3]	Dict(image:Box(7, 7, 3))	28	0.748	1525700163	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	48	DONE	20200922T230039.916216	0	[3 3]	Dict(image:Box(7, 7, 3))	21	0.8109999999999999	1666722739	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	49	DONE	20200922T230040.231217	0	[3 3]	Dict(image:Box(7, 7, 3))	70	0.37	1204251591	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	50	DONE	20200922T230040.495739	0	[3 3]	Dict(image:Box(7, 7, 3))	89	0.19899999999999995	1886175421	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	51	DONE	20200922T230040.532741	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	1291070973	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	52	DONE	20200922T230040.580738	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	1043451122	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	53	DONE	20200922T230040.617740	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	2317958879	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	54	DONE	20200922T230040.668739	0	[3 3]	Dict(image:Box(7, 7, 3))	10	0.91	3870243449	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	55	DONE	20200922T230040.740738	0	[3 3]	Dict(image:Box(7, 7, 3))	18	0.838	3207224617	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	56	DONE	20200922T230041.138738	0	[1 1]	Dict(image:Box(7, 7, 3))	100	0	2768553649	3	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	57	DONE	20200922T230041.344739	0	[3 3]	Dict(image:Box(7, 7, 3))	68	0.3879999999999999	3538958553	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	58	DONE	20200922T230041.389738	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	375070987	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	59	DONE	20200922T230041.509737	0	[3 3]	Dict(image:Box(7, 7, 3))	34	0.694	3516970316	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	60	DONE	20200922T230041.550736	0	[3 3]	Dict(image:Box(7, 7, 3))	6	0.946	2902358801	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	61	DONE	20200922T230041.595736	0	[3 3]	Dict(image:Box(7, 7, 3))	7	0.9369999999999999	1713122991	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	62	DONE	20200922T230041.632737	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	1326213435	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	63	DONE	20200922T230041.673739	0	[3 3]	Dict(image:Box(7, 7, 3))	7	0.9369999999999999	2112656409	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	64	DONE	20200922T230041.722738	0	[3 3]	Dict(image:Box(7, 7, 3))	6	0.946	3830209737	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	65	DONE	20200922T230041.888302	0	[3 3]	Dict(image:Box(7, 7, 3))	13	0.883	3319867898	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	66	DONE	20200922T230041.984300	0	[3 3]	Dict(image:Box(7, 7, 3))	26	0.766	1737362363	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	67	DONE	20200922T230042.059300	0	[3 3]	Dict(image:Box(7, 7, 3))	20	0.82	2397671841	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	68	DONE	20200922T230042.192300	0	[3 3]	Dict(image:Box(7, 7, 3))	40	0.6399999999999999	3424347987	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	69	DONE	20200922T230042.338300	0	[3 3]	Dict(image:Box(7, 7, 3))	42	0.622	3432188314	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	70	DONE	20200922T230042.437301	0	[3 3]	Dict(image:Box(7, 7, 3))	31	0.721	2927519782	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	71	DONE	20200922T230042.491303	0	[3 3]	Dict(image:Box(7, 7, 3))	13	0.883	3722768183	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	72	DONE	20200922T230042.705299	0	[3 3]	Dict(image:Box(7, 7, 3))	34	0.694	2956759659	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	73	DONE	20200922T230042.768303	0	[3 3]	Dict(image:Box(7, 7, 3))	13	0.883	1544990773	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	74	DONE	20200922T230042.808303	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	1223350413	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	75	DONE	20200922T230042.843300	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	1454284798	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	76	DONE	20200922T230043.008301	0	[3 3]	Dict(image:Box(7, 7, 3))	55	0.5049999999999999	258092964	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	77	DONE	20200922T230043.071299	0	[3 3]	Dict(image:Box(7, 7, 3))	16	0.856	2051279696	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	78	DONE	20200922T230043.125298	0	[3 3]	Dict(image:Box(7, 7, 3))	10	0.91	3198194362	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	79	DONE	20200922T230043.260846	0	[3 3]	Dict(image:Box(7, 7, 3))	40	0.6399999999999999	2564692889	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	80	DONE	20200922T230043.344845	0	[3 3]	Dict(image:Box(7, 7, 3))	23	0.7929999999999999	998913837	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	81	DONE	20200922T230043.405845	0	[3 3]	Dict(image:Box(7, 7, 3))	15	0.865	1248833673	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	82	DONE	20200922T230043.563868	0	[3 3]	Dict(image:Box(7, 7, 3))	11	0.901	3694243215	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	83	DONE	20200922T230043.633869	0	[3 3]	Dict(image:Box(7, 7, 3))	17	0.847	845800310	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	84	DONE	20200922T230043.711868	0	[3 3]	Dict(image:Box(7, 7, 3))	16	0.856	3233186779	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	85	DONE	20200922T230043.765876	0	[3 3]	Dict(image:Box(7, 7, 3))	9	0.919	445397371	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	86	DONE	20200922T230043.831869	0	[3 3]	Dict(image:Box(7, 7, 3))	14	0.874	4277345406	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	87	DONE	20200922T230043.896871	0	[3 3]	Dict(image:Box(7, 7, 3))	12	0.892	3390269910	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	88	DONE	20200922T230043.944870	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	3465727691	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	89	DONE	20200922T230044.008869	0	[3 3]	Dict(image:Box(7, 7, 3))	14	0.874	2567546583	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	90	DONE	20200922T230044.105869	0	[3 3]	Dict(image:Box(7, 7, 3))	27	0.757	1258870622	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	91	DONE	20200922T230044.144869	0	[3 3]	Dict(image:Box(7, 7, 3))	6	0.946	3885461067	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	92	DONE	20200922T230044.294868	0	[3 3]	Dict(image:Box(7, 7, 3))	23	0.7929999999999999	1904275953	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	93	DONE	20200922T230044.352879	0	[3 3]	Dict(image:Box(7, 7, 3))	12	0.892	2888758017	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	94	DONE	20200922T230044.389867	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	2737212793	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	95	DONE	20200922T230044.457868	0	[3 3]	Dict(image:Box(7, 7, 3))	14	0.874	1756718866	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	96	DONE	20200922T230044.502870	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	2086064609	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	97	DONE	20200922T230044.547388	0	[3 3]	Dict(image:Box(7, 7, 3))	7	0.9369999999999999	1661885185	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	98	DONE	20200922T230044.692386	0	[3 3]	Dict(image:Box(7, 7, 3))	9	0.919	1653432610	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	99	DONE	20200922T230044.746388	0	[3 3]	Dict(image:Box(7, 7, 3))	12	0.892	4203248806	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	100	DONE	20200922T230044.883389	0	[3 3]	Dict(image:Box(7, 7, 3))	41	0.631	283803775	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	101	DONE	20200922T230044.957388	0	[3 3]	Dict(image:Box(7, 7, 3))	17	0.847	4284619768	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	102	DONE	20200922T230045.141386	0	[3 3]	Dict(image:Box(7, 7, 3))	59	0.469	3137897697	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	103	DONE	20200922T230045.209386	0	[3 3]	Dict(image:Box(7, 7, 3))	16	0.856	4208421703	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	104	DONE	20200922T230045.320388	0	[3 3]	Dict(image:Box(7, 7, 3))	31	0.721	1011386790	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	105	DONE	20200922T230045.529385	0	[3 3]	Dict(image:Box(7, 7, 3))	30	0.73	1573498511	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	106	DONE	20200922T230045.569385	0	[3 3]	Dict(image:Box(7, 7, 3))	6	0.946	902115745	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	107	DONE	20200922T230045.627385	0	[3 3]	Dict(image:Box(7, 7, 3))	11	0.901	246838657	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	108	DONE	20200922T230045.666387	0	[3 3]	Dict(image:Box(7, 7, 3))	6	0.946	384919763	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	109	DONE	20200922T230045.706388	0	[3 3]	Dict(image:Box(7, 7, 3))	6	0.946	974741624	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	110	DONE	20200922T230045.801386	0	[3 3]	Dict(image:Box(7, 7, 3))	26	0.766	3034508298	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	111	DONE	20200922T230045.946914	0	[3 3]	Dict(image:Box(7, 7, 3))	32	0.712	3646419228	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	112	DONE	20200922T230045.998913	0	[3 3]	Dict(image:Box(7, 7, 3))	6	0.946	3957424454	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	113	DONE	20200922T230046.057913	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	2201684950	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	114	DONE	20200922T230046.108917	0	[3 3]	Dict(image:Box(7, 7, 3))	7	0.9369999999999999	1975309000	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	115	DONE	20200922T230046.159916	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	2348729103	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	116	DONE	20200922T230046.229914	0	[3 3]	Dict(image:Box(7, 7, 3))	14	0.874	649396288	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	117	DONE	20200922T230046.280915	0	[3 3]	Dict(image:Box(7, 7, 3))	7	0.9369999999999999	3121012595	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	118	DONE	20200922T230046.349912	0	[3 3]	Dict(image:Box(7, 7, 3))	15	0.865	2325176502	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	119	DONE	20200922T230046.391913	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	3722771961	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	120	DONE	20200922T230046.454919	0	[3 3]	Dict(image:Box(7, 7, 3))	13	0.883	3671356368	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	121	DONE	20200922T230046.502912	0	[3 3]	Dict(image:Box(7, 7, 3))	7	0.9369999999999999	2149175	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	122	DONE	20200922T230046.565912	0	[3 3]	Dict(image:Box(7, 7, 3))	12	0.892	4105375907	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	123	DONE	20200922T230046.720914	0	[3 3]	Dict(image:Box(7, 7, 3))	6	0.946	956175877	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	124	DONE	20200922T230046.833913	0	[3 3]	Dict(image:Box(7, 7, 3))	30	0.73	922930267	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	125	DONE	20200922T230046.898912	0	[3 3]	Dict(image:Box(7, 7, 3))	15	0.865	380664298	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	126	DONE	20200922T230047.152912	0	[3 3]	Dict(image:Box(7, 7, 3))	88	0.20799999999999996	454715342	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	127	DONE	20200922T230047.209916	0	[3 3]	Dict(image:Box(7, 7, 3))	12	0.892	68931850	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	128	DONE	20200922T230047.245964	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	3503766069	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	129	DONE	20200922T230047.289963	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	360237993	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	130	DONE	20200922T230047.326964	0	[3 3]	Dict(image:Box(7, 7, 3))	5	0.955	1864268371	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	131	DONE	20200922T230047.604481	0	[3 3]	Dict(image:Box(7, 7, 3))	46	0.586	630793456	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	132	DONE	20200922T230047.643478	0	[3 3]	Dict(image:Box(7, 7, 3))	7	0.9369999999999999	1842365652	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	133	DONE	20200922T230047.765477	0	[3 3]	Dict(image:Box(7, 7, 3))	36	0.6759999999999999	3211006054	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	134	DONE	20200922T230047.816478	0	[3 3]	Dict(image:Box(7, 7, 3))	8	0.9279999999999999	2981168212	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	135	DONE	20200922T230047.862479	0	[3 3]	Dict(image:Box(7, 7, 3))	9	0.919	1107991005	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	136	DONE	20200922T230047.968480	0	[3 3]	Dict(image:Box(7, 7, 3))	31	0.721	1320610761	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	137	DONE	20200922T230048.083478	0	[3 3]	Dict(image:Box(7, 7, 3))	32	0.712	358324149	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	138	DONE	20200922T230048.166478	0	[3 3]	Dict(image:Box(7, 7, 3))	20	0.82	407471349	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	139	DONE	20200922T230048.497477	0	[3 3]	Dict(image:Box(7, 7, 3))	75	0.32499999999999996	3885345176	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	140	DONE	20200922T230048.569087	0	[3 3]	Dict(image:Box(7, 7, 3))	18	0.838	1149033799	1	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
0	0	141	DONE	20200922T230048.680086	0	[3 3]	Dict(image:Box(7, 7, 3))	33	0.703	1204915581	0	env-0	NEXT	Discrete(7)	minigridkit_minigridkit_minigrid5x5
