block_num	regime_num	exp_num	status	timestamp	seed	source	agent_dir	task_name	sub_task	agent_pos	observation_space	reward	worker	steps	action_space
1	2	98	DONE	20200921T134025.983921	135998119	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[5 2]	Dict(image:Box(7, 7, 3))	0	env-0	84	Discrete(7)
1	2	99	DONE	20200921T134026.325458	3796877606	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	167	Discrete(7)
1	2	100	DONE	20200921T134026.391457	3839778504	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	39	Discrete(7)
1	2	101	DONE	20200921T134026.421456	2168052513	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	12	Discrete(7)
1	2	102	DONE	20200921T134026.454454	3889335986	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	16	Discrete(7)
1	2	103	DONE	20200921T134026.487453	2163888712	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	15	Discrete(7)
1	2	104	DONE	20200921T134026.577454	1060204731	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[5 2]	Dict(image:Box(7, 7, 3))	0	env-0	57	Discrete(7)
1	2	105	DONE	20200921T134026.775460	3233817119	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	45	Discrete(7)
1	2	106	DONE	20200921T134026.905449	1013309631	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	79	Discrete(7)
1	2	107	DONE	20200921T134027.167459	1096301265	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.5714285714285714	env-0	120	Discrete(7)
1	2	108	DONE	20200921T134027.191448	2009522780	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	9	Discrete(7)
1	2	109	DONE	20200921T134027.318448	3912634464	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	81	Discrete(7)
1	2	110	DONE	20200921T134027.374448	803193113	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	28	Discrete(7)
1	2	111	DONE	20200921T134027.573445	2706324969	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.7035714285714285	env-0	83	Discrete(7)
1	2	112	DONE	20200921T134027.644970	425930876	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	42	Discrete(7)
1	2	113	DONE	20200921T134027.716969	1518971213	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	45	Discrete(7)
1	2	114	DONE	20200921T134027.738969	3925144930	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	5	Discrete(7)
1	2	115	DONE	20200921T134027.758968	1842089194	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	4	Discrete(7)
1	2	116	DONE	20200921T134028.184966	1736028107	NEXT	1	minigridkit_minigridkit_minigridlava1	0	[1 5]	Dict(image:Box(7, 7, 3))	0	env-0	252	Discrete(7)
1	2	117	DONE	20200921T134028.234965	3829758670	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	25	Discrete(7)
1	2	118	DONE	20200921T134028.251966	1021749575	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	2	Discrete(7)
1	2	119	DONE	20200921T134028.437961	2892115908	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.7607142857142857	env-0	67	Discrete(7)
1	2	120	DONE	20200921T134028.461963	1560774642	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	8	Discrete(7)
1	2	121	DONE	20200921T134028.477962	3349337758	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	2	Discrete(7)
1	2	122	DONE	20200921T134028.566961	2493091071	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	54	Discrete(7)
1	2	123	DONE	20200921T134028.615959	2109459728	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	29	Discrete(7)
1	2	124	DONE	20200921T134028.822956	762952931	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.7107142857142856	env-0	81	Discrete(7)
1	2	125	DONE	20200921T134028.863958	2297363951	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	18	Discrete(7)
1	2	126	DONE	20200921T134028.922957	3500924648	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	29	Discrete(7)
1	2	127	DONE	20200921T134028.975517	3412666866	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8964285714285715	env-0	29	Discrete(7)
1	2	128	DONE	20200921T134029.095514	1986984175	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[5 2]	Dict(image:Box(7, 7, 3))	0	env-0	76	Discrete(7)
1	2	129	DONE	20200921T134029.255510	3658125648	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[4 2]	Dict(image:Box(7, 7, 3))	0	env-0	41	Discrete(7)
1	2	130	DONE	20200921T134029.345050	685318676	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.7964285714285715	env-0	57	Discrete(7)
1	2	131	DONE	20200921T134029.364050	4013329866	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	4	Discrete(7)
1	2	132	DONE	20200921T134029.380052	3952177597	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	2	Discrete(7)
1	2	133	DONE	20200921T134029.397051	1135612010	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	2	Discrete(7)
1	2	134	DONE	20200921T134029.480049	3037992925	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[3 2]	Dict(image:Box(7, 7, 3))	0	env-0	51	Discrete(7)
1	2	135	DONE	20200921T134029.500050	1581350058	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	6	Discrete(7)
1	2	136	DONE	20200921T134029.525048	2177567482	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	6	Discrete(7)
1	2	137	DONE	20200921T134029.575047	1229348910	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	25	Discrete(7)
1	2	138	DONE	20200921T134029.611046	188706109	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	16	Discrete(7)
1	2	139	DONE	20200921T134029.775044	873641065	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8321428571428571	env-0	47	Discrete(7)
1	2	140	DONE	20200921T134029.882043	3564182383	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.7392857142857143	env-0	73	Discrete(7)
1	2	141	DONE	20200921T134029.937043	4215501071	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[5 2]	Dict(image:Box(7, 7, 3))	0	env-0	33	Discrete(7)
1	2	142	DONE	20200921T134029.968042	4117574984	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[5 2]	Dict(image:Box(7, 7, 3))	0	env-0	14	Discrete(7)
1	2	143	DONE	20200921T134030.017044	2413744819	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9071428571428571	env-0	26	Discrete(7)
1	2	144	DONE	20200921T134030.200039	1853557208	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.7892857142857143	env-0	59	Discrete(7)
1	2	145	DONE	20200921T134030.251040	3408394877	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9	env-0	28	Discrete(7)
1	2	146	DONE	20200921T134030.329089	2774454049	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.85	env-0	42	Discrete(7)
1	2	147	DONE	20200921T134030.350600	3225281677	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[3 1]	Dict(image:Box(7, 7, 3))	0	env-0	4	Discrete(7)
1	2	148	DONE	20200921T134030.414602	1645455854	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8678571428571429	env-0	37	Discrete(7)
1	2	149	DONE	20200921T134030.473599	2624876387	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8964285714285715	env-0	29	Discrete(7)
1	2	150	DONE	20200921T134030.626595	3696143120	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8571428571428572	env-0	40	Discrete(7)
1	2	151	DONE	20200921T134030.697594	2171269341	NEXT	2	minigridkit_minigridkit_minigridlava1	0	[5 1]	Dict(image:Box(7, 7, 3))	0	env-0	38	Discrete(7)
1	2	152	DONE	20200921T134030.783594	3133815354	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.825	env-0	49	Discrete(7)
1	2	153	DONE	20200921T134030.850598	2201643569	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8928571428571429	env-0	30	Discrete(7)
1	2	154	DONE	20200921T134030.957591	2728842105	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9178571428571428	env-0	23	Discrete(7)
1	2	155	DONE	20200921T134031.014591	3554406295	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8964285714285715	env-0	29	Discrete(7)
1	2	156	DONE	20200921T134031.167596	344755703	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.925	env-0	21	Discrete(7)
1	2	157	DONE	20200921T134031.232589	3331631133	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9142857142857143	env-0	24	Discrete(7)
1	2	158	DONE	20200921T134031.300632	3879245504	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9	env-0	28	Discrete(7)
1	2	159	DONE	20200921T134031.360628	1949542981	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8964285714285715	env-0	29	Discrete(7)
1	2	160	DONE	20200921T134031.433630	3578981289	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8464285714285714	env-0	43	Discrete(7)
1	2	161	DONE	20200921T134031.503627	4014881808	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8535714285714285	env-0	41	Discrete(7)
1	2	162	DONE	20200921T134031.634631	770381710	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9071428571428571	env-0	26	Discrete(7)
1	2	163	DONE	20200921T134031.690628	1433109582	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8857142857142857	env-0	32	Discrete(7)
1	2	164	DONE	20200921T134031.733628	3821799679	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9321428571428572	env-0	19	Discrete(7)
1	2	165	DONE	20200921T134031.781626	2527298165	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9071428571428571	env-0	26	Discrete(7)
1	2	166	DONE	20200921T134031.818629	1528875445	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9357142857142857	env-0	18	Discrete(7)
1	2	167	DONE	20200921T134031.866628	3460183645	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9214285714285715	env-0	22	Discrete(7)
1	2	168	DONE	20200921T134031.910623	817377233	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9178571428571428	env-0	23	Discrete(7)
1	2	169	DONE	20200921T134031.968629	260539240	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8857142857142857	env-0	32	Discrete(7)
1	2	170	DONE	20200921T134032.121625	539797860	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9107142857142857	env-0	25	Discrete(7)
1	2	171	DONE	20200921T134032.184623	2347018681	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9142857142857143	env-0	24	Discrete(7)
1	2	172	DONE	20200921T134032.238622	1029182382	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9071428571428571	env-0	26	Discrete(7)
1	2	173	DONE	20200921T134032.299621	2708393673	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8928571428571429	env-0	30	Discrete(7)
1	2	174	DONE	20200921T134032.354621	2585759504	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9035714285714286	env-0	27	Discrete(7)
1	2	175	DONE	20200921T134032.407622	41185974	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8964285714285715	env-0	29	Discrete(7)
1	2	176	DONE	20200921T134032.469231	4180371636	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8892857142857142	env-0	31	Discrete(7)
1	2	177	DONE	20200921T134032.605228	1440309281	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9	env-0	28	Discrete(7)
1	2	178	DONE	20200921T134032.654231	243754780	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.925	env-0	21	Discrete(7)
1	2	179	DONE	20200921T134032.700466	1828002234	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9285714285714286	env-0	20	Discrete(7)
1	2	180	DONE	20200921T134032.766465	104403848	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8821428571428571	env-0	33	Discrete(7)
1	2	181	DONE	20200921T134032.826465	1686916113	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8785714285714286	env-0	34	Discrete(7)
1	2	182	DONE	20200921T134032.880464	2826761760	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8964285714285715	env-0	29	Discrete(7)
1	2	183	DONE	20200921T134032.931464	3759157956	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9321428571428572	env-0	19	Discrete(7)
1	2	184	DONE	20200921T134032.981463	4207548766	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9142857142857143	env-0	24	Discrete(7)
1	2	185	DONE	20200921T134033.120462	314097042	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9107142857142857	env-0	25	Discrete(7)
1	2	186	DONE	20200921T134033.156459	2201084397	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9464285714285714	env-0	15	Discrete(7)
1	2	187	DONE	20200921T134033.208460	961474155	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9214285714285715	env-0	22	Discrete(7)
1	2	188	DONE	20200921T134033.259460	2846019791	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9142857142857143	env-0	24	Discrete(7)
1	2	189	DONE	20200921T134033.381458	1151858110	NEXT	2	minigridkit_minigridkit_minigridlava1	0	[5 1]	Dict(image:Box(7, 7, 3))	0	env-0	67	Discrete(7)
1	2	190	DONE	20200921T134033.427457	3010226344	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9285714285714286	env-0	20	Discrete(7)
1	2	191	DONE	20200921T134033.612455	1189127700	NEXT	0	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.8107142857142857	env-0	53	Discrete(7)
1	2	192	DONE	20200921T134033.648456	4144135187	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9392857142857143	env-0	17	Discrete(7)
1	2	193	DONE	20200921T134033.696463	1431975348	NEXT	3	minigridkit_minigridkit_minigridlava1	0	[7 1]	Dict(image:Box(7, 7, 3))	0.9178571428571428	env-0	23	Discrete(7)
