block_num	regime_num	exp_num	status	timestamp	seed	sub_task	worker	action_space	steps	agent_dir	observation_space	task_name	source	agent_pos	reward
0	0	163	DONE	20200922T225924.399223	382827441	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	164	DONE	20200922T225924.614221	1907722950	0	env-0	Discrete(7)	34	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.694
0	0	165	DONE	20200922T225924.714221	3640529214	0	env-0	Discrete(7)	29	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.739
0	0	166	DONE	20200922T225924.843219	4163730233	0	env-0	Discrete(7)	37	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.667
0	0	167	DONE	20200922T225924.895222	304437701	0	env-0	Discrete(7)	12	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.892
0	0	168	DONE	20200922T225924.954224	3455130995	0	env-0	Discrete(7)	11	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.901
0	0	169	DONE	20200922T225925.002219	4072258228	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	170	DONE	20200922T225925.117221	2247462347	0	env-0	Discrete(7)	31	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.721
0	0	171	DONE	20200922T225925.197220	3298232820	0	env-0	Discrete(7)	18	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.838
0	0	172	DONE	20200922T225925.286221	3987783369	0	env-0	Discrete(7)	22	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.802
0	0	173	DONE	20200922T225925.346224	4002924982	0	env-0	Discrete(7)	11	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.901
0	0	174	DONE	20200922T225925.618763	359855731	0	env-0	Discrete(7)	43	0	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.613
0	0	175	DONE	20200922T225925.716761	891657893	0	env-0	Discrete(7)	27	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.757
0	0	176	DONE	20200922T225925.752761	3300665268	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	177	DONE	20200922T225925.819761	1787745415	0	env-0	Discrete(7)	14	0	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	178	DONE	20200922T225925.989762	2478328156	0	env-0	Discrete(7)	43	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.613
0	0	179	DONE	20200922T225926.127762	1376066199	0	env-0	Discrete(7)	40	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.6399999999999999
0	0	180	DONE	20200922T225926.215764	2577247504	0	env-0	Discrete(7)	27	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.757
0	0	181	DONE	20200922T225926.275762	3618263127	0	env-0	Discrete(7)	15	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.865
0	0	182	DONE	20200922T225926.426761	2214669604	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	183	DONE	20200922T225926.540760	1431715350	0	env-0	Discrete(7)	32	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.712
0	0	184	DONE	20200922T225926.587762	3010105815	0	env-0	Discrete(7)	10	0	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.91
0	0	185	DONE	20200922T225926.629761	3731405270	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	186	DONE	20200922T225926.682827	2464991046	0	env-0	Discrete(7)	11	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.901
0	0	187	DONE	20200922T225926.727829	2393199847	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	188	DONE	20200922T225926.767829	2038301080	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	189	DONE	20200922T225926.832830	1008541925	0	env-0	Discrete(7)	18	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.838
0	0	190	DONE	20200922T225926.874828	1351192171	0	env-0	Discrete(7)	8	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	191	DONE	20200922T225926.939826	2802171160	0	env-0	Discrete(7)	15	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.865
0	0	192	DONE	20200922T225926.980828	2383328001	0	env-0	Discrete(7)	8	0	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	193	DONE	20200922T225927.025828	3223531805	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	194	DONE	20200922T225927.128826	1940449057	0	env-0	Discrete(7)	32	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.712
0	0	195	DONE	20200922T225927.195826	1884160545	0	env-0	Discrete(7)	16	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.856
0	0	196	DONE	20200922T225927.369826	2983851889	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	197	DONE	20200922T225927.404830	1971849867	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	198	DONE	20200922T225927.484845	1222081056	0	env-0	Discrete(7)	20	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.82
0	0	199	DONE	20200922T225927.554828	748578947	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	200	DONE	20200922T225927.642828	1285626079	0	env-0	Discrete(7)	20	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.82
0	0	201	DONE	20200922T225927.708827	669113372	0	env-0	Discrete(7)	12	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.892
0	0	202	DONE	20200922T225927.750828	1835096392	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
0	0	203	DONE	20200922T225927.812825	2686283270	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	204	DONE	20200922T225927.882828	3809637820	0	env-0	Discrete(7)	17	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.847
0	0	205	DONE	20200922T225927.922827	4064699081	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	206	DONE	20200922T225927.981827	1223032619	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	207	DONE	20200922T225928.030826	2417180893	0	env-0	Discrete(7)	10	0	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.91
0	0	208	DONE	20200922T225928.077826	1425210109	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	209	DONE	20200922T225928.190379	257567416	0	env-0	Discrete(7)	26	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.766
0	0	210	DONE	20200922T225928.244380	2650743664	0	env-0	Discrete(7)	11	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.901
0	0	211	DONE	20200922T225928.290377	914161320	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	212	DONE	20200922T225928.441378	797893903	0	env-0	Discrete(7)	8	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	213	DONE	20200922T225928.484378	2653216375	0	env-0	Discrete(7)	8	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	214	DONE	20200922T225928.526378	2576783845	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	215	DONE	20200922T225928.590379	3725842651	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	216	DONE	20200922T225928.651379	1189819420	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	217	DONE	20200922T225928.715471	919033225	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	218	DONE	20200922T225928.776472	3609067566	0	env-0	Discrete(7)	15	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.865
0	0	219	DONE	20200922T225928.830468	3485462519	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	220	DONE	20200922T225928.904470	2348343788	0	env-0	Discrete(7)	14	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.874
0	0	221	DONE	20200922T225928.993468	1437746706	0	env-0	Discrete(7)	22	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.802
0	0	222	DONE	20200922T225929.036469	1078277343	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	223	DONE	20200922T225929.094470	3776991686	0	env-0	Discrete(7)	12	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.892
0	0	224	DONE	20200922T225929.145470	3744435715	0	env-0	Discrete(7)	11	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.901
0	0	225	DONE	20200922T225929.188472	1284500650	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	226	DONE	20200922T225929.261470	2440902761	0	env-0	Discrete(7)	18	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.838
0	0	227	DONE	20200922T225929.363469	3815096430	0	env-0	Discrete(7)	24	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.784
0	0	228	DONE	20200922T225929.507471	1736625360	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	229	DONE	20200922T225929.547132	3006958643	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	230	DONE	20200922T225929.595137	4265327968	0	env-0	Discrete(7)	8	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	231	DONE	20200922T225929.633130	2852910419	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	232	DONE	20200922T225929.667133	3006295279	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	233	DONE	20200922T225929.700132	403446251	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	234	DONE	20200922T225929.736130	3043875571	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	235	DONE	20200922T225929.785133	3972042566	0	env-0	Discrete(7)	8	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	236	DONE	20200922T225929.818133	3640202467	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	237	DONE	20200922T225929.874137	631874339	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	238	DONE	20200922T225929.960131	3883509895	0	env-0	Discrete(7)	20	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.82
0	0	239	DONE	20200922T225930.009131	3588054277	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	240	DONE	20200922T225930.051130	1868981092	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	241	DONE	20200922T225930.086134	1843070482	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	242	DONE	20200922T225930.127133	1429104352	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	243	DONE	20200922T225930.165130	3170373488	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	244	DONE	20200922T225930.244131	3723414461	0	env-0	Discrete(7)	19	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.829
0	0	245	DONE	20200922T225930.287129	507095590	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	246	DONE	20200922T225930.330131	168017553	0	env-0	Discrete(7)	8	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	247	DONE	20200922T225930.367131	3083555753	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	248	DONE	20200922T225930.411132	144069990	0	env-0	Discrete(7)	9	0	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	249	DONE	20200922T225930.455129	3710990322	0	env-0	Discrete(7)	8	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	250	DONE	20200922T225930.506133	4007822717	0	env-0	Discrete(7)	11	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.901
0	0	251	DONE	20200922T225930.575129	885423094	0	env-0	Discrete(7)	19	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.829
0	0	252	DONE	20200922T225930.774129	3125084398	0	env-0	Discrete(7)	31	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.721
0	0	253	DONE	20200922T225930.815129	1047962316	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	254	DONE	20200922T225930.850136	2496193558	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	255	DONE	20200922T225930.904712	3879225252	0	env-0	Discrete(7)	10	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.91
0	0	256	DONE	20200922T225930.964685	3592805544	0	env-0	Discrete(7)	12	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.892
0	0	257	DONE	20200922T225931.002686	609091657	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	258	DONE	20200922T225931.043687	939287132	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
0	0	259	DONE	20200922T225931.094685	2151031024	0	env-0	Discrete(7)	10	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.91
0	0	260	DONE	20200922T225931.135721	252865650	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
0	0	261	DONE	20200922T225931.181719	3349426229	0	env-0	Discrete(7)	8	0	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	262	DONE	20200922T225931.219723	1251174892	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	263	DONE	20200922T225931.254720	1885100338	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	264	DONE	20200922T225931.288719	3011987253	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	265	DONE	20200922T225931.325720	2574509179	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
0	0	266	DONE	20200922T225931.383720	642849179	0	env-0	Discrete(7)	13	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.883
0	0	267	DONE	20200922T225931.419721	2174393687	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
0	0	268	DONE	20200922T225931.485719	1948517155	0	env-0	Discrete(7)	16	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.856
0	0	269	DONE	20200922T225931.521719	4048038485	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	270	DONE	20200922T225931.565719	2004523815	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	271	DONE	20200922T225931.609719	1310414730	0	env-0	Discrete(7)	8	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9279999999999999
0	0	272	DONE	20200922T225931.657720	521297406	0	env-0	Discrete(7)	10	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.91
0	0	273	DONE	20200922T225931.693299	1557988329	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
0	0	274	DONE	20200922T225931.730299	3402917205	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
0	0	275	DONE	20200922T225931.874298	3917747943	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	276	DONE	20200922T225931.911298	2588029019	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	277	DONE	20200922T225931.947297	1924035364	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	278	DONE	20200922T225931.990298	4101504185	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	279	DONE	20200922T225932.038298	1721220591	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	280	DONE	20200922T225932.106297	3496745492	0	env-0	Discrete(7)	15	0	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.865
0	0	281	DONE	20200922T225932.152370	3519632055	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	282	DONE	20200922T225932.192366	381681385	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	283	DONE	20200922T225932.229365	1638404290	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	284	DONE	20200922T225932.270368	1968469667	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	285	DONE	20200922T225932.331366	391822740	0	env-0	Discrete(7)	12	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.892
0	0	286	DONE	20200922T225932.368368	1343822012	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	287	DONE	20200922T225932.437369	2281787445	0	env-0	Discrete(7)	18	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.838
0	0	288	DONE	20200922T225932.472880	3703631203	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	289	DONE	20200922T225932.525878	2838795683	0	env-0	Discrete(7)	11	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.901
0	0	290	DONE	20200922T225932.567880	724536994	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	291	DONE	20200922T225932.600881	959428179	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	292	DONE	20200922T225932.641880	2663231682	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	293	DONE	20200922T225932.684879	74653169	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	294	DONE	20200922T225932.726879	3686298230	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	295	DONE	20200922T225932.760880	942828496	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	296	DONE	20200922T225932.806879	732639166	0	env-0	Discrete(7)	9	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.919
0	0	297	DONE	20200922T225932.846877	1592247031	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
0	0	298	DONE	20200922T225932.893878	2850458912	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	299	DONE	20200922T225932.932881	2787931286	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	300	DONE	20200922T225932.972880	3561236421	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	301	DONE	20200922T225933.012880	3989582515	0	env-0	Discrete(7)	5	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.955
0	0	302	DONE	20200922T225933.153877	1676699025	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	303	DONE	20200922T225933.203878	3628230910	0	env-0	Discrete(7)	11	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.901
0	0	304	DONE	20200922T225933.244879	3116224718	0	env-0	Discrete(7)	7	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.9369999999999999
0	0	305	DONE	20200922T225933.283879	1712034679	0	env-0	Discrete(7)	6	1	Dict(image:Box(7, 7, 3))	minigridkit_minigridkit_minigrid5x5	NEXT	[3 3]	0.946
