timestamp	phase	worker	class_name	block	seed	task	sub_task	steps	termination_status	source	agent_dir	agent_pos	reward	action_space	observation_space
20200225T181144.006714	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	3841288960	2600	0	100	DONE	NEXT	0	[ 8 14]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181144.588157	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	2712308447	2602	0	100	DONE	NEXT	0	[ 8 12]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181146.124411	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	4039455937	2604	0	100	DONE	NEXT	0	[12 13]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181146.579030	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	575302958	2607	0	100	DONE	NEXT	1	[3 8]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181148.521163	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	919510294	2609	0	100	DONE	NEXT	1	[14 12]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181149.091977	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	408839704	2611	0	71	DONE	NEXT	1	[ 2 15]	0.361	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181150.917131	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	2564262886	2613	0	100	DONE	NEXT	1	[15 14]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181151.387437	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	1800657627	2615	0	100	DONE	NEXT	1	[ 6 12]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181153.560402	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	1290239216	2618	0	100	DONE	NEXT	1	[1 8]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181153.751971	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	1067861200	2620	0	38	DONE	NEXT	1	[5 8]	0.6579999999999999	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181155.284778	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	691193643	2622	0	100	DONE	NEXT	2	[4 7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181155.584695	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	3730030271	2624	0	100	DONE	NEXT	0	[7 7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181156.871673	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	768911666	2627	0	100	DONE	NEXT	2	[10  7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181157.248754	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	1594835496	2629	0	100	DONE	NEXT	1	[4 2]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181158.697875	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	2056461494	2631	0	100	DONE	NEXT	3	[10  5]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181159.445222	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	3333895190	2633	0	100	DONE	NEXT	0	[5 4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181201.484747	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	2480617085	2637	0	100	DONE	NEXT	1	[5 7]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181202.025679	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	3096937716	2640	0	100	DONE	NEXT	1	[8 6]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181203.821147	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	2048068391	2642	0	100	DONE	NEXT	3	[8 4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181204.161153	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	3671970825	2645	0	100	DONE	NEXT	1	[8 6]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181205.362817	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	1889312570	2647	0	100	DONE	NEXT	0	[ 7 10]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181205.902307	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	616551040	2649	0	100	DONE	NEXT	3	[5 3]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181207.157045	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	1694434015	2653	0	100	DONE	NEXT	2	[6 2]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181207.475658	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	2644497706	2655	0	68	DONE	NEXT	2	[11 13]	0.3879999999999999	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181207.837968	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	1572121798	2657	0	100	DONE	NEXT	3	[5 9]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181209.486915	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	2555920672	2659	0	100	DONE	NEXT	0	[8 4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181209.614053	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	532465875	2661	0	24	DONE	NEXT	3	[4 7]	0.784	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181209.723383	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	3346075245	2662	0	20	DONE	NEXT	1	[ 7 10]	0.82	Discrete(7)	Dict(image:Box(7, 7, 3))
20200225T181211.696173	3.train	env-0	minigridkit_minigridkit_minigridfourrooms	8	1138308673	2664	0	100	DONE	NEXT	2	[4 4]	0	Discrete(7)	Dict(image:Box(7, 7, 3))
